date,zone_id,zone_name,zone_size,mnf_ls,pressure_m,acoustic_alert
2025-03-19,DMA_05,Greenpark,Medium,5.267,50.11,0
2025-03-20,DMA_05,Greenpark,Medium,5.373,51.86,0
2025-03-21,DMA_05,Greenpark,Medium,5.254,51.83,0
2025-03-22,DMA_05,Greenpark,Medium,5.281,50.86,0
2025-03-23,DMA_05,Greenpark,Medium,4.973,52.68,0
2025-03-24,DMA_05,Greenpark,Medium,5.414,54.23,0
2025-03-25,DMA_05,Greenpark,Medium,5.332,52.29,0
2025-03-26,DMA_05,Greenpark,Medium,5.433,52.21,0
2025-03-27,DMA_05,Greenpark,Medium,4.852,50.89,0
2025-03-28,DMA_05,Greenpark,Medium,5.603,53.7,0
2025-03-29,DMA_05,Greenpark,Medium,5.272,51.93,0
2025-03-30,DMA_05,Greenpark,Medium,5.463,51.32,0
2025-03-31,DMA_05,Greenpark,Medium,5.144,52.09,1
2025-01-01,DMA_06,Hillcrest,Large,6.511,52.13,0
2025-01-02,DMA_06,Hillcrest,Large,6.687,52.85,0
2025-01-03,DMA_06,Hillcrest,Large,6.394,52.3,0
2025-01-04,DMA_06,Hillcrest,Large,6.544,50.98,0
2025-01-05,DMA_06,Hillcrest,Large,6.434,53.59,0
2025-01-06,DMA_06,Hillcrest,Large,6.571,51.96,0
2025-01-07,DMA_06,Hillcrest,Large,6.596,52.12,0
2025-01-08,DMA_06,Hillcrest,Large,6.611,51.03,0
2025-01-09,DMA_06,Hillcrest,Large,6.366,51.62,0
2025-01-10,DMA_06,Hillcrest,Large,6.397,51.09,0
2025-01-11,DMA_06,Hillcrest,Large,6.428,51.94,0
2025-01-12,DMA_06,Hillcrest,Large,6.501,54.21,0
2025-01-13,DMA_06,Hillcrest,Large,6.554,50.51,0
2025-01-14,DMA_06,Hillcrest,Large,6.65,50.22,0
2025-01-15,DMA_06,Hillcrest,Large,6.42,53.92,0
2025-01-16,DMA_06,Hillcrest,Large,6.31,51.9,1
2025-01-17,DMA_06,Hillcrest,Large,6.877,51.35,0
2025-01-18,DMA_06,Hillcrest,Large,6.388,53.4,0
2025-01-19,DMA_06,Hillcrest,Large,6.686,51.43,0
2025-01-20,DMA_06,Hillcrest,Large,6.569,54.34,0
2025-01-21,DMA_06,Hillcrest,Large,6.605,52.97,0
2025-01-22,DMA_06,Hillcrest,Large,6.571,51.57,0
2025-01-23,DMA_06,Hillcrest,Large,6.516,54.74,0
2025-01-24,DMA_06,Hillcrest,Large,6.647,51.43,0
2025-01-25,DMA_06,Hillcrest,Large,6.515,53.04,0
2025-01-26,DMA_06,Hillcrest,Large,6.759,52.51,0
2025-01-27,DMA_06,Hillcrest,Large,6.673,53.71,0
2025-01-28,DMA_06,Hillcrest,Large,6.681,54.03,0
2025-01-29,DMA_06,Hillcrest,Large,6.518,52.19,0
2025-01-30,DMA_06,Hillcrest,Large,6.562,51.25,0
2025-01-31,DMA_06,Hillcrest,Large,6.423,52.7,0
2025-02-01,DMA_06,Hillcrest,Large,6.552,51.34,0
2025-02-02,DMA_06,Hillcrest,Large,6.452,54.57,0
2025-02-03,DMA_06,Hillcrest,Large,6.808,52.32,0
2025-02-04,DMA_06,Hillcrest,Large,6.622,51.71,0
2025-02-05,DMA_06,Hillcrest,Large,6.644,52.37,0
2025-02-06,DMA_06,Hillcrest,Large,6.588,50.54,0
2025-02-07,DMA_06,Hillcrest,Large,6.654,50.99,0
2025-02-08,DMA_06,Hillcrest,Large,6.998,53.59,1
2025-02-09,DMA_06,Hillcrest,Large,6.586,51.36,0
2025-02-10,DMA_06,Hillcrest,Large,6.537,50.9,0
2025-02-11,DMA_06,Hillcrest,Large,6.718,52.8,0
2025-02-12,DMA_06,Hillcrest,Large,6.263,53.57,0
2025-02-13,DMA_06,Hillcrest,Large,6.655,53.01,0
2025-02-14,DMA_06,Hillcrest,Large,6.593,53.35,0
2025-02-15,DMA_06,Hillcrest,Large,6.503,51.24,0
2025-02-16,DMA_06,Hillcrest,Large,6.731,50.45,0
2025-02-17,DMA_06,Hillcrest,Large,6.667,53.95,0
2025-02-18,DMA_06,Hillcrest,Large,6.391,51.76,0
2025-02-19,DMA_06,Hillcrest,Large,6.568,51.85,0
2025-02-20,DMA_06,Hillcrest,Large,6.235,53.75,0
2025-02-21,DMA_06,Hillcrest,Large,6.716,52.82,0
2025-02-22,DMA_06,Hillcrest,Large,6.718,52.7,0
2025-02-23,DMA_06,Hillcrest,Large,6.56,54.75,0
2025-02-24,DMA_06,Hillcrest,Large,6.763,51.38,0
2025-02-25,DMA_06,Hillcrest,Large,6.493,53.27,0
2025-02-26,DMA_06,Hillcrest,Large,6.544,52.22,0
2025-02-27,DMA_06,Hillcrest,Large,6.755,52.47,0
2025-02-28,DMA_06,Hillcrest,Large,6.592,53.99,0
2025-03-01,DMA_06,Hillcrest,Large,6.689,52.76,0
2025-03-02,DMA_06,Hillcrest,Large,6.618,52.8,0
2025-03-03,DMA_06,Hillcrest,Large,6.644,53.44,0
2025-03-04,DMA_06,Hillcrest,Large,6.654,51.71,0
2025-03-05,DMA_06,Hillcrest,Large,6.606,51.14,0
2025-03-06,DMA_06,Hillcrest,Large,6.761,50.9,0
2025-03-07,DMA_06,Hillcrest,Large,6.625,49.79,0
2025-03-08,DMA_06,Hillcrest,Large,6.725,54.62,0
2025-03-09,DMA_06,Hillcrest,Large,6.617,50.83,0
2025-03-10,DMA_06,Hillcrest,Large,6.499,51.89,0
2025-03-11,DMA_06,Hillcrest,Large,6.869,51.82,0
2025-03-12,DMA_06,Hillcrest,Large,6.811,52.52,0
2025-03-13,DMA_06,Hillcrest,Large,7.083,53.13,0
2025-03-14,DMA_06,Hillcrest,Large,6.586,53.18,0
2025-03-15,DMA_06,Hillcrest,Large,6.715,51.45,0
2025-03-16,DMA_06,Hillcrest,Large,6.73,51.95,0
2025-03-17,DMA_06,Hillcrest,Large,6.901,52.49,0
2025-03-18,DMA_06,Hillcrest,Large,6.68,51.85,0
2025-03-19,DMA_06,Hillcrest,Large,6.584,54.08,0
2025-03-20,DMA_06,Hillcrest,Large,6.944,52.74,0
2025-03-21,DMA_06,Hillcrest,Large,6.719,53.03,0
2025-03-22,DMA_06,Hillcrest,Large,6.901,52.95,1
2025-03-23,DMA_06,Hillcrest,Large,6.887,53.56,0
2025-03-24,DMA_06,Hillcrest,Large,6.772,52.37,0
2025-03-25,DMA_06,Hillcrest,Large,6.754,50.6,0
2025-03-26,DMA_06,Hillcrest,Large,6.724,52.63,0
2025-03-27,DMA_06,Hillcrest,Large,6.784,51.37,0
2025-03-28,DMA_06,Hillcrest,Large,6.919,51.52,0
2025-03-29,DMA_06,Hillcrest,Large,6.674,52.86,0
2025-03-30,DMA_06,Hillcrest,Large,6.813,53.64,0
2025-03-31,DMA_06,Hillcrest,Large,6.632,52.18,0
2025-01-01,DMA_07,Lakeside,Small,3.083,52.3,0
2025-01-02,DMA_07,Lakeside,Small,3.035,51.66,0
2025-01-03,DMA_07,Lakeside,Small,2.733,52.63,0
2025-01-04,DMA_07,Lakeside,Small,2.642,50.37,0
2025-01-05,DMA_07,Lakeside,Small,2.835,48.86,0
2025-01-06,DMA_07,Lakeside,Small,2.552,51.3,0
2025-01-07,DMA_07,Lakeside,Small,2.869,51.49,0
2025-01-08,DMA_07,Lakeside,Small,2.801,52.7,1
2025-01-09,DMA_07,Lakeside,Small,2.757,52.48,0
2025-01-10,DMA_07,Lakeside,Small,2.591,51.7,0
2025-01-11,DMA_07,Lakeside,Small,2.911,51.97,0
2025-01-12,DMA_07,Lakeside,Small,2.757,50.82,0
2025-01-13,DMA_07,Lakeside,Small,2.665,49.59,0
2025-01-14,DMA_07,Lakeside,Small,2.413,51.2,0
2025-01-15,DMA_07,Lakeside,Small,2.843,52.23,0
2025-01-16,DMA_07,Lakeside,Small,3.116,51.84,0
2025-01-17,DMA_07,Lakeside,Small,3.103,52.06,0
2025-01-18,DMA_07,Lakeside,Small,2.789,50.54,0
2025-01-19,DMA_07,Lakeside,Small,2.77,50.74,0
2025-01-20,DMA_07,Lakeside,Small,2.934,51.63,0
2025-01-21,DMA_07,Lakeside,Small,2.718,50.4,0
2025-01-22,DMA_07,Lakeside,Small,2.916,50.44,0
2025-01-23,DMA_07,Lakeside,Small,2.989,51.41,0
2025-01-24,DMA_07,Lakeside,Small,3.062,51.97,0
2025-01-25,DMA_07,Lakeside,Small,2.866,50.82,0
2025-01-26,DMA_07,Lakeside,Small,2.854,49.66,0
2025-01-27,DMA_07,Lakeside,Small,2.756,50.17,0
2025-01-28,DMA_07,Lakeside,Small,2.767,51.3,0
2025-01-29,DMA_07,Lakeside,Small,2.86,51.28,0
2025-01-30,DMA_07,Lakeside,Small,2.953,51.34,0
2025-01-31,DMA_07,Lakeside,Small,3.038,51.68,0
2025-02-01,DMA_07,Lakeside,Small,2.784,51.06,0
2025-02-02,DMA_07,Lakeside,Small,3.132,51.37,0
2025-02-03,DMA_07,Lakeside,Small,2.871,51.0,0
2025-02-04,DMA_07,Lakeside,Small,2.911,52.43,0
2025-02-05,DMA_07,Lakeside,Small,2.806,52.77,0
2025-02-06,DMA_07,Lakeside,Small,2.558,49.63,0
2025-02-07,DMA_07,Lakeside,Small,3.057,50.75,0
2025-02-08,DMA_07,Lakeside,Small,3.039,51.09,0
2025-02-09,DMA_07,Lakeside,Small,2.889,50.73,0
2025-02-10,DMA_07,Lakeside,Small,2.945,53.21,0
2025-02-11,DMA_07,Lakeside,Small,3.016,51.32,0
2025-02-12,DMA_07,Lakeside,Small,2.707,50.09,0
2025-02-13,DMA_07,Lakeside,Small,2.866,51.77,0
2025-02-14,DMA_07,Lakeside,Small,3.067,51.38,0
2025-02-15,DMA_07,Lakeside,Small,2.764,51.42,0
2025-02-16,DMA_07,Lakeside,Small,2.999,53.22,0
2025-02-17,DMA_07,Lakeside,Small,2.755,51.48,0
2025-02-18,DMA_07,Lakeside,Small,3.032,50.69,0
2025-02-19,DMA_07,Lakeside,Small,2.96,48.71,0
2025-02-20,DMA_07,Lakeside,Small,2.726,50.86,1
2025-02-21,DMA_07,Lakeside,Small,3.147,52.62,0
2025-02-22,DMA_07,Lakeside,Small,2.865,50.95,0
2025-02-23,DMA_07,Lakeside,Small,2.857,48.37,0
2025-02-24,DMA_07,Lakeside,Small,3.012,50.46,0
2025-02-25,DMA_07,Lakeside,Small,3.658,51.75,0
2025-02-26,DMA_07,Lakeside,Small,3.558222222222222,50.93222222222222,0
2025-02-27,DMA_07,Lakeside,Small,3.945444444444444,48.99444444444444,0
2025-02-28,DMA_07,Lakeside,Small,4.226666666666667,49.04666666666667,0
2025-03-01,DMA_07,Lakeside,Small,4.491888888888889,48.94888888888889,0
2025-03-02,DMA_07,Lakeside,Small,4.640111111111111,48.37111111111111,0
2025-03-03,DMA_07,Lakeside,Small,4.7843333333333335,46.45333333333333,0
2025-03-04,DMA_07,Lakeside,Small,4.940555555555555,49.525555555555556,0
2025-03-05,DMA_07,Lakeside,Small,5.302777777777777,49.83777777777778,0
2025-03-06,DMA_07,Lakeside,Small,5.355,46.23,0
2025-03-07,DMA_07,Lakeside,Small,2.581,52.55,0
2025-03-08,DMA_07,Lakeside,Small,3.088,50.93,0
2025-03-09,DMA_07,Lakeside,Small,3.161,52.52,0
2025-03-10,DMA_07,Lakeside,Small,2.675,51.1,0
2025-03-11,DMA_07,Lakeside,Small,2.881,51.22,0
2025-03-12,DMA_07,Lakeside,Small,3.129,51.5,0
2025-03-13,DMA_07,Lakeside,Small,3.348,50.11,0
2025-03-14,DMA_07,Lakeside,Small,3.046,52.49,0
2025-03-15,DMA_07,Lakeside,Small,2.937,49.71,0
2025-03-16,DMA_07,Lakeside,Small,3.022,50.57,0
2025-03-17,DMA_07,Lakeside,Small,3.259,51.68,0
2025-03-18,DMA_07,Lakeside,Small,2.959,50.44,0
2025-03-19,DMA_07,Lakeside,Small,2.94,51.99,0
2025-03-20,DMA_07,Lakeside,Small,2.991,52.71,0
2025-03-21,DMA_07,Lakeside,Small,2.923,52.27,0
2025-03-22,DMA_07,Lakeside,Small,3.088,48.73,0
2025-03-23,DMA_07,Lakeside,Small,3.317,51.21,0
2025-03-24,DMA_07,Lakeside,Small,3.125,52.29,0
2025-03-25,DMA_07,Lakeside,Small,3.042,49.47,0
2025-03-26,DMA_07,Lakeside,Small,3.039,51.92,0
2025-03-27,DMA_07,Lakeside,Small,2.852,51.86,0
2025-03-28,DMA_07,Lakeside,Small,3.222,49.6,0
2025-03-29,DMA_07,Lakeside,Small,3.082,52.06,0
2025-03-30,DMA_07,Lakeside,Small,3.07,51.38,0
2025-03-31,DMA_07,Lakeside,Small,3.579,51.84,0
2025-01-01,DMA_08,Westgate,Medium,4.767,54.27,0
2025-01-02,DMA_08,Westgate,Medium,4.493,55.05,0
2025-01-03,DMA_08,Westgate,Medium,4.875,51.63,0
2025-01-04,DMA_08,Westgate,Medium,4.624,52.4,0
2025-01-05,DMA_08,Westgate,Medium,4.679,53.08,0
2025-01-06,DMA_08,Westgate,Medium,4.716,53.45,0
2025-01-07,DMA_08,Westgate,Medium,4.789,52.14,0
2025-01-08,DMA_08,Westgate,Medium,4.825,53.62,0
2025-01-09,DMA_08,Westgate,Medium,4.99,52.54,0
2025-01-10,DMA_08,Westgate,Medium,4.744,53.09,0
2025-01-11,DMA_08,Westgate,Medium,4.906,53.77,0
2025-01-12,DMA_08,Westgate,Medium,5.247,53.12,0
2025-01-13,DMA_08,Westgate,Medium,4.897,52.59,0
2025-01-14,DMA_08,Westgate,Medium,4.817,52.98,0
2025-01-15,DMA_08,Westgate,Medium,4.73,53.01,0
2025-01-16,DMA_08,Westgate,Medium,4.821,52.67,0
2025-01-17,DMA_08,Westgate,Medium,4.721,52.8,0
2025-01-18,DMA_08,Westgate,Medium,4.898,55.03,0
2025-01-19,DMA_08,Westgate,Medium,4.876,53.79,0
2025-01-20,DMA_08,Westgate,Medium,4.54,52.76,0
2025-01-21,DMA_08,Westgate,Medium,4.865,53.95,0
2025-01-22,DMA_08,Westgate,Medium,5.032,52.71,1
2025-01-23,DMA_08,Westgate,Medium,4.814,54.52,0
2025-01-24,DMA_08,Westgate,Medium,4.78,53.56,0
2025-01-25,DMA_08,Westgate,Medium,4.674,52.98,0
2025-01-26,DMA_08,Westgate,Medium,4.606,53.65,0
2025-01-27,DMA_08,Westgate,Medium,5.012,51.23,0
2025-01-28,DMA_08,Westgate,Medium,4.864,51.76,0
2025-01-29,DMA_08,Westgate,Medium,5.01,51.68,0
2025-01-30,DMA_08,Westgate,Medium,5.127,53.28,0
2025-01-31,DMA_08,Westgate,Medium,5.039,55.19,0
2025-02-01,DMA_08,Westgate,Medium,4.823,55.79,0
2025-02-02,DMA_08,Westgate,Medium,4.93,53.88,0
2025-02-03,DMA_08,Westgate,Medium,4.819,53.71,0
2025-02-04,DMA_08,Westgate,Medium,4.808,50.95,0
2025-02-05,DMA_08,Westgate,Medium,4.969,52.46,0
2025-02-06,DMA_08,Westgate,Medium,4.797,52.17,0
2025-02-07,DMA_08,Westgate,Medium,4.593,52.37,0
2025-02-08,DMA_08,Westgate,Medium,4.795,52.91,0
2025-02-09,DMA_08,Westgate,Medium,4.885,52.55,0
2025-02-10,DMA_08,Westgate,Medium,5.163,50.74,0
2025-02-11,DMA_08,Westgate,Medium,4.865,54.01,0
2025-02-12,DMA_08,Westgate,Medium,5.018,51.82,0
2025-02-13,DMA_08,Westgate,Medium,4.92,53.4,0
2025-02-14,DMA_08,Westgate,Medium,5.132,55.6,0
2025-02-15,DMA_08,Westgate,Medium,5.125,52.01,0
2025-02-16,DMA_08,Westgate,Medium,5.131,50.08,0
2025-02-17,DMA_08,Westgate,Medium,4.698,52.77,0
2025-02-18,DMA_08,Westgate,Medium,4.993,54.43,0
2025-02-19,DMA_08,Westgate,Medium,5.079,55.46,0
2025-02-20,DMA_08,Westgate,Medium,5.026,51.64,0
2025-02-21,DMA_08,Westgate,Medium,5.067,53.71,0
2025-02-22,DMA_08,Westgate,Medium,4.984,52.55,0
2025-02-23,DMA_08,Westgate,Medium,4.867,52.99,0
2025-02-24,DMA_08,Westgate,Medium,4.727,56.29,0
2025-02-25,DMA_08,Westgate,Medium,4.889,51.31,0
2025-02-26,DMA_08,Westgate,Medium,5.39,53.42,0
2025-02-27,DMA_08,Westgate,Medium,4.919,53.67,0
2025-02-28,DMA_08,Westgate,Medium,4.702,54.42,0
2025-03-01,DMA_08,Westgate,Medium,5.109,53.23,0
2025-03-02,DMA_08,Westgate,Medium,5.131,53.48,0
2025-03-03,DMA_08,Westgate,Medium,5.199,52.64,0
2025-03-04,DMA_08,Westgate,Medium,5.08,53.44,0
2025-03-05,DMA_08,Westgate,Medium,5.139,52.7,0
2025-03-06,DMA_08,Westgate,Medium,5.292,53.86,0
2025-03-07,DMA_08,Westgate,Medium,4.907,52.67,0
2025-03-08,DMA_08,Westgate,Medium,4.881,53.56,0
2025-03-09,DMA_08,Westgate,Medium,4.862,53.08,0
2025-03-10,DMA_08,Westgate,Medium,4.989,54.46,1
2025-03-11,DMA_08,Westgate,Medium,5.248,53.05,0
2025-03-12,DMA_08,Westgate,Medium,5.115,50.98,0
2025-03-13,DMA_08,Westgate,Medium,5.113,54.63,0
2025-03-14,DMA_08,Westgate,Medium,4.77,52.03,0
2025-03-15,DMA_08,Westgate,Medium,4.942,52.33,0
2025-03-16,DMA_08,Westgate,Medium,4.774,52.4,0
2025-03-17,DMA_08,Westgate,Medium,5.228,54.76,0
2025-03-18,DMA_08,Westgate,Medium,5.294,50.55,0
2025-03-19,DMA_08,Westgate,Medium,5.176,56.88,0
2025-03-20,DMA_08,Westgate,Medium,4.915,54.38,0
2025-03-21,DMA_08,Westgate,Medium,5.289,53.38,0
2025-03-22,DMA_08,Westgate,Medium,5.032,53.05,0
2025-03-23,DMA_08,Westgate,Medium,4.891,53.45,0
2025-03-24,DMA_08,Westgate,Medium,4.932,53.74,0
2025-03-25,DMA_08,Westgate,Medium,5.015,53.89,0
2025-03-26,DMA_08,Westgate,Medium,5.091,53.78,0
2025-03-27,DMA_08,Westgate,Medium,5.062,53.22,0
2025-03-28,DMA_08,Westgate,Medium,4.878,52.88,0
2025-03-29,DMA_08,Westgate,Medium,5.275,52.93,0
2025-03-30,DMA_08,Westgate,Medium,5.074,52.88,0
2025-03-31,DMA_08,Westgate,Medium,4.993,54.47,0
2025-01-01,DMA_09,Eastbrook,Large,7.096,54.93,0
2025-01-02,DMA_09,Eastbrook,Large,7.142,55.44,0
2025-01-03,DMA_09,Eastbrook,Large,7.128,56.39,0
2025-01-04,DMA_09,Eastbrook,Large,7.233,54.32,0
2025-01-05,DMA_09,Eastbrook,Large,7.09,52.62,0
2025-01-06,DMA_09,Eastbrook,Large,7.385,55.52,0
2025-01-07,DMA_09,Eastbrook,Large,7.22,56.4,0
2025-01-08,DMA_09,Eastbrook,Large,7.222,53.59,0
2025-01-09,DMA_09,Eastbrook,Large,7.178,56.02,0
2025-01-10,DMA_09,Eastbrook,Large,7.254,56.03,1
2025-01-11,DMA_09,Eastbrook,Large,7.357,52.48,0
2025-01-12,DMA_09,Eastbrook,Large,7.107,54.09,0
2025-01-13,DMA_09,Eastbrook,Large,7.142,54.74,0
2025-01-14,DMA_09,Eastbrook,Large,7.198,55.0,0
2025-01-15,DMA_09,Eastbrook,Large,7.045,54.32,0
2025-01-16,DMA_09,Eastbrook,Large,7.128,54.26,0
2025-01-17,DMA_09,Eastbrook,Large,7.182,57.22,0
2025-01-18,DMA_09,Eastbrook,Large,7.388,55.08,0
2025-01-19,DMA_09,Eastbrook,Large,7.3,54.38,0
2025-01-20,DMA_09,Eastbrook,Large,7.293,55.16,0
2025-01-21,DMA_09,Eastbrook,Large,7.395,55.86,0
2025-01-22,DMA_09,Eastbrook,Large,7.25,55.27,0
2025-01-23,DMA_09,Eastbrook,Large,7.333,54.97,0
2025-01-24,DMA_09,Eastbrook,Large,7.262,54.43,0
2025-01-25,DMA_09,Eastbrook,Large,7.321,54.42,0
2025-01-26,DMA_09,Eastbrook,Large,7.197,54.5,0
2025-01-27,DMA_09,Eastbrook,Large,6.922,55.62,0
2025-01-28,DMA_09,Eastbrook,Large,7.271,54.02,0
2025-01-29,DMA_09,Eastbrook,Large,7.508,55.68,0
2025-01-30,DMA_09,Eastbrook,Large,7.437,56.91,0
2025-01-31,DMA_09,Eastbrook,Large,7.446,55.6,0
2025-02-01,DMA_09,Eastbrook,Large,7.49,54.77,0
2025-02-02,DMA_09,Eastbrook,Large,7.321,53.66,0
2025-02-03,DMA_09,Eastbrook,Large,7.341,57.11,0
2025-02-04,DMA_09,Eastbrook,Large,7.222,53.81,0
2025-02-05,DMA_09,Eastbrook,Large,7.271,56.23,0
2025-02-06,DMA_09,Eastbrook,Large,7.414,55.98,0
2025-02-07,DMA_09,Eastbrook,Large,7.505,54.93,0
2025-02-08,DMA_09,Eastbrook,Large,7.307,54.9,0
2025-02-09,DMA_09,Eastbrook,Large,7.264,53.01,0
2025-02-10,DMA_09,Eastbrook,Large,7.335,55.61,0
2025-02-11,DMA_09,Eastbrook,Large,7.428,55.96,0
2025-02-12,DMA_09,Eastbrook,Large,7.125,53.91,0
2025-02-13,DMA_09,Eastbrook,Large,7.001,55.03,0
2025-02-14,DMA_09,Eastbrook,Large,7.266,55.26,0
2025-02-15,DMA_09,Eastbrook,Large,7.169,55.91,0
2025-02-16,DMA_09,Eastbrook,Large,7.279,55.22,0
2025-02-17,DMA_09,Eastbrook,Large,7.336,53.26,0
2025-02-18,DMA_09,Eastbrook,Large,7.294,54.58,0
2025-02-19,DMA_09,Eastbrook,Large,7.583,55.48,0
2025-02-20,DMA_09,Eastbrook,Large,7.418,56.22,0
2025-02-21,DMA_09,Eastbrook,Large,7.417,54.47,0
2025-02-22,DMA_09,Eastbrook,Large,7.469,57.84,0
2025-02-23,DMA_09,Eastbrook,Large,7.208,52.94,0
2025-02-24,DMA_09,Eastbrook,Large,7.538,54.54,0
2025-02-25,DMA_09,Eastbrook,Large,7.374,55.11,0
2025-02-26,DMA_09,Eastbrook,Large,7.489,54.97,0
2025-02-27,DMA_09,Eastbrook,Large,7.231,53.73,0
2025-02-28,DMA_09,Eastbrook,Large,7.162,55.75,0
2025-03-01,DMA_09,Eastbrook,Large,7.522,55.66,0
2025-03-02,DMA_09,Eastbrook,Large,7.459,55.27,0
2025-03-03,DMA_09,Eastbrook,Large,7.27,55.61,0
2025-03-04,DMA_09,Eastbrook,Large,7.279,54.7,0
2025-03-05,DMA_09,Eastbrook,Large,7.581,53.27,0
2025-03-06,DMA_09,Eastbrook,Large,7.237,54.35,0
2025-03-07,DMA_09,Eastbrook,Large,7.666,55.4,0
2025-03-08,DMA_09,Eastbrook,Large,7.287,55.41,0
2025-03-09,DMA_09,Eastbrook,Large,7.522,55.26,0
2025-03-10,DMA_09,Eastbrook,Large,7.38,55.87,0
2025-03-11,DMA_09,Eastbrook,Large,7.523,54.52,0
2025-03-12,DMA_09,Eastbrook,Large,7.354,45.99787310454738,1
2025-03-13,DMA_09,Eastbrook,Large,7.415,48.786854014931954,1
2025-03-14,DMA_09,Eastbrook,Large,7.449,48.595345471797856,1
2025-03-15,DMA_09,Eastbrook,Large,7.296,53.72,0
2025-03-16,DMA_09,Eastbrook,Large,7.561,54.06,0
2025-03-17,DMA_09,Eastbrook,Large,7.376,56.21,0
2025-03-18,DMA_09,Eastbrook,Large,7.422,56.88,0
2025-03-19,DMA_09,Eastbrook,Large,7.31,56.62,0
2025-03-20,DMA_09,Eastbrook,Large,7.079,55.49,0
2025-03-21,DMA_09,Eastbrook,Large,7.438,53.77,1
2025-03-22,DMA_09,Eastbrook,Large,7.832,55.21,0
2025-03-23,DMA_09,Eastbrook,Large,7.591,57.09,0
2025-03-24,DMA_09,Eastbrook,Large,7.474,55.96,0
2025-03-25,DMA_09,Eastbrook,Large,7.44,54.96,0
2025-03-26,DMA_09,Eastbrook,Large,7.487,55.97,0
2025-03-27,DMA_09,Eastbrook,Large,7.569,53.69,0
2025-03-28,DMA_09,Eastbrook,Large,7.313,54.38,0
2025-03-29,DMA_09,Eastbrook,Large,7.66,53.91,0
2025-03-30,DMA_09,Eastbrook,Large,7.604,55.78,0
2025-03-31,DMA_09,Eastbrook,Large,7.608,56.07,0
2025-01-01,DMA_10,Southfield,Small,3.379,61.11,0
2025-01-02,DMA_10,Southfield,Small,3.056,60.82,0
2025-01-03,DMA_10,Southfield,Small,3.137,58.02,0
2025-01-04,DMA_10,Southfield,Small,3.279,60.07,0
2025-01-05,DMA_10,Southfield,Small,3.331,61.27,0
2025-01-06,DMA_10,Southfield,Small,3.179,58.85,0
2025-01-07,DMA_10,Southfield,Small,3.131,59.09,0
2025-01-08,DMA_10,Southfield,Small,3.437,58.81,0
2025-01-09,DMA_10,Southfield,Small,3.488,58.84,0
2025-01-10,DMA_10,Southfield,Small,3.377,57.44,0
2025-01-11,DMA_10,Southfield,Small,3.247,57.85,0
2025-01-12,DMA_10,Southfield,Small,3.116,59.54,0
2025-01-13,DMA_10,Southfield,Small,3.116,61.26,0
2025-01-14,DMA_10,Southfield,Small,3.322,58.71,0
2025-01-15,DMA_10,Southfield,Small,3.31,58.67,0
2025-01-16,DMA_10,Southfield,Small,3.461,61.49,0
2025-01-17,DMA_10,Southfield,Small,3.352,58.11,0
2025-01-18,DMA_10,Southfield,Small,3.032,57.45,0
2025-01-19,DMA_10,Southfield,Small,3.418,58.45,0
2025-01-20,DMA_10,Southfield,Small,3.114,58.65,0
2025-01-21,DMA_10,Southfield,Small,3.21,57.35,0
2025-01-22,DMA_10,Southfield,Small,3.308,59.29,0
2025-01-23,DMA_10,Southfield,Small,3.574,60.58,0
2025-01-24,DMA_10,Southfield,Small,3.744,57.9,0
2025-01-25,DMA_10,Southfield,Small,3.372,59.55,0
2025-01-26,DMA_10,Southfield,Small,3.257,59.92,0
2025-01-27,DMA_10,Southfield,Small,3.368,59.34,0
2025-01-28,DMA_10,Southfield,Small,3.424,59.67,0
2025-01-29,DMA_10,Southfield,Small,3.246,59.68,0
2025-01-30,DMA_10,Southfield,Small,3.567,58.47,0
2025-01-31,DMA_10,Southfield,Small,3.336,61.24,0
2025-02-01,DMA_10,Southfield,Small,3.379,60.94,0
2025-02-02,DMA_10,Southfield,Small,3.408,60.87,0
2025-02-03,DMA_10,Southfield,Small,3.374,60.66,0
2025-02-04,DMA_10,Southfield,Small,3.44,57.55,0
2025-02-05,DMA_10,Southfield,Small,3.225,60.56,0
2025-02-06,DMA_10,Southfield,Small,3.238,60.23,0
2025-02-07,DMA_10,Southfield,Small,3.16,57.6,0
2025-02-08,DMA_10,Southfield,Small,3.394,59.19,0
2025-02-09,DMA_10,Southfield,Small,3.448,59.78,0
2025-02-10,DMA_10,Southfield,Small,3.403,61.44,0
2025-02-11,DMA_10,Southfield,Small,3.589,60.31,0
2025-02-12,DMA_10,Southfield,Small,3.341,58.41,0
2025-02-13,DMA_10,Southfield,Small,3.445,61.48,0
2025-02-14,DMA_10,Southfield,Small,3.185,59.5,0
2025-02-15,DMA_10,Southfield,Small,3.294,59.14,0
2025-02-16,DMA_10,Southfield,Small,3.459,59.05,0
2025-02-17,DMA_10,Southfield,Small,3.486,57.5,0
2025-02-18,DMA_10,Southfield,Small,3.318,59.31,0
2025-02-19,DMA_10,Southfield,Small,3.354,60.04,0
2025-02-20,DMA_10,Southfield,Small,3.141,58.98,0
2025-02-21,DMA_10,Southfield,Small,3.318,59.95,0
2025-02-22,DMA_10,Southfield,Small,3.509,58.41,0
2025-02-23,DMA_10,Southfield,Small,3.465,59.28,0
2025-02-24,DMA_10,Southfield,Small,3.457,59.82,0
2025-02-25,DMA_10,Southfield,Small,3.393,59.67,0
